name,iata_code,icao_code
Atlantic Airfreight Aviation,null,LFR
Air Atlantic,null,ANI
Atlantic Airlines,null,BJK
Atlantic Coast Aircraft Services,null,BKS
Atlantic Express Airlines,null,JLM
Atlantic Flight Training Academy,null,AFZ
Atlantic Airlines,null,GBN
Atlantic Helicopters,null,FAC
Atlantic Airways,RC,FLI
Atlantis Helicopters de Mexico,null,AHM
Atlantis-Air Link,EA*,null
Atlantsflug,null,AFN
Atlas Air,5Y,GTI
Atlas Airlines,null,ATR
Atlas Executive Air,null,LSX
Atlas Helicopters,null,TDT
Atlas Aviation Group,null,IRH
Atlas Jet,null,CGI
Atlas Khomein Kish Air Taxi Service,null,ATS
Atlas Air Service,null,ATL
Atmospheric Research Boulder,null,SIQ
Atom Airways,null,ROA
ATP Flight School,null,CXK
ATR (Avion de Transport Regional),null,EVX
ATRAN-Aviatrans Cargo Airlines,V8,VAS
ATS,null,TCS
Atuneros Linidos de California,null,UND
Auckland Regional Rescue Helicopter Trust,null,WPR
Audeli Air Express,null,ADI
AUO Aeroclub Aist-M,null,ISM
Auric Air,UI*,AUK
Aurigny Air Services,GR,AUR
Air Aurora,null,AAI
Aurora Flight Sciences,null,AUU
Aurora Airlines,HZ,SHU
Aus-Air,null,AUS
Aushaan Air,null,HAN
Air Austral,UU,REU
Australian Customs Service - Coastwatch,null,CWP
Australian Maritime Safety Authority (AMSA),null,RES
Austrian Air Force,null,ASF
Austrian,OS,AUA
Austro Aereo,null,UST
Authority Supervising The Aerodrome,null,YDY
Automotriz Baja Notre,null,AJN
Av Atlantic,null,KYC
AV8 Helicopters,null,AVK
Av8jet Charter,null,AJO
Avag Air,null,MBA
Avalair Aircraft Management,null,ARR
Avalair,null,VAI
Avangard Aviation,null,FBR
Avanti Air,null,ATV
Avantis Aviation and Services,null,VGT
AVB 2012,null,VBA
Avbase Aviation,null,VBS
Avcenter,null,TTE
Avcon Jet Africa,null,AJJ
Avcon Jet,null,AOJ
Avcon Jet,null,VAJ
Avcon Jet Malta,null,VCJ
Avcorp Registrations Ltd.,null,AVP
AVE,null,VZA
Avelo Airlines,XP,VXP
Aves Flight Share,null,AVF
Avex International,null,AIV
AvFinity,null,AFV
Avia Business Group,null,AUP
"Avia Group Handling, LLC",null,AHN
Avia Group Handling,null,ALG
Avia Group Nord,null,NRD
Avia-Pusk,null,GFR
Avia Sud Aérotaxi,null,AVU
Avia Traffic Company,YK,AVJ
Avia Trans Air Transport,null,VTT
Avia-Urartu,null,URT
Avia Group,null,VGR
AVIAC S.A. de C.V.,null,ACM
Aviacao Transportes Aereos E Cargas,null,VTG
Aviacharter Assistance,null,VCA
Aviacion Colombiana,null,VCO
Aviacion Ejecutiva Del Noroeste,null,NST
Aviacion Vap,null,VAQ
Aviacon Zitotrans,ZR*,AZS
Aviair,GD,null
Aviaiton Legacy,null,LAG
Aviakomi,null,LMB
Avialeasing Aviation Company,V2,TWN
Avialift Valdivostok,null,VLV
Avianca,AV,AVA
Avianca Cargo,QT,TPA
Avianca Costa Rica,LR,LRC
Avianca Ecuador,2K,GLG
Avianca Express,EX,AVR
Avianca Guatemala,GU,GUG
Avianca Honduras,null,ISV
Avianca Honduras,WC,ISV
Aviapartner,null,BLG
Aviapartner,null,OSO
Aviaprom Enterprises,null,XAV
Aviaservice,null,BIV
Aviaservice,null,KZN
Aviashelf,null,TGA
AviaStar,null,DEK
Aviastar-Tu,4B*,TUP
Aviastar,null,VIT
Aviat Aviacion Y Trabajos Aereos,null,FOT
Aviatis,null,TIS
Aviator College of Aeronautical Science and Technology,null,WCP
Aviatrack,null,KAK
Aviatsa,null,LEM
Aviatsa,null,VVT
Aviawings,null,null
Aviaxess,null,AXV
Aviaxess Helicopter & Jet,null,AXV
Aviazur,null,VZR
AVIC - International Flight Training Academy (AIFA),null,AVQ
Avic Joy General Aviation,null,HAJ
Avicon Aviation Consultants & Agents,null,AAA
Avinor,null,HQO
Avio Bravo,null,BIK
Avio Sluzba,null,SLU
Avioandes,null,AYH
Aviofun,null,AFU
Avion Express Malta,4X,MLH
Avion Express Brazil,null,null
Avion Express Malta,null,MLH
Avion Express,X9,NVD
Aviones de Renta de Quintana Roo,null,AQT
Aviones Para Serviale,null,PSQ
Aviones Y Helicopteros Ejecutivos,null,AHJ
Avionord,null,VND
Aviootriad Varna,null,AVC
Avior Airlines,9V,ROI
Avior Regional,null,RGR
Aviostart AS,null,VSR
AviroAir Airlines,null,AVW
Aviser,null,AVH
Avita-Servicos Aereos,null,ITF
Avitat,null,ESO
Avolon Aerospace Leasing Ltd.,null,VOL
Avstar Aviation,null,VSA
Avtrasoft,T1,null
Awan Airlines,null,AWR
Awesome Cargo,null,WIN
Awesome Flight Services,null,ASM
Awood Air,null,AWO
AX Transporter,null,AXT
AXIS Aviation,null,BQA
AXIS Aviation,null,BQB
Axis Aviation San Marino,null,AXS
Aya Aviation,null,AYC
Ayit Aviation & Tourism,null,AYT
Air Ayiti,null,null
Aykavia,null,AYK
Azamat,null,AZB
Azerbaijan Airlines,J2,AHY
Azimut,null,AZT
Azimut,null,MOM
azimuth,A4,AZO
Azman Air,ZU,AZM
Azores Airlines,S4,RZO
Aztec Airways,AJ,AZY
Azul,AD,AZU
Azul Conecta,2F*,ACN
Azur Air,ZF,AZV
Azure Aviation,null,ALZ
Azza Transport,null,AZZ
B.A.C.H.,null,BCF
B-Air Charter,null,BBF
B.J. Aviation,null,JSG
B&K Aero KZ,null,BBK
BA Cityflyer,CJ*,CFE
BA EuroFlyer,A0,EFW
BAA Aviation,null,CCI
Babcock Mission Critical Services Portugal,null,BBO
Babcock Mission Critical Services Offshore,null,BND
Babcock Mission Critical Services Italia,null,ELH
Babcock Mission Critical Services Portugal,null,IHP
Babcock Mission Critical Services España,null,INR
Babcock Mission Critical Services Onshore,null,RHD
Babcock Scandinavian AirAmbulance,null,BNO
Babcock Scandinavian AirAmbulance,null,DFL
Baby Jet Airlines,null,FBJ
Backbone Aviation,null,BOB
Backcountry Aviation,null,SQH
"BADEN AIRCRAFT OPERATION GMBH, RHEINMUENSTER",null,BAO
Badlands Aviation,null,BXX
Badr Airlines,J4,BDR
BAe Systems (Corporate Air Travel),null,BAE
BAe Systems Marine,null,VSB
Air Bagan,null,JAB
Bahamas Habitat,null,BMT
Bahamasair,UP,BHS
Bahrain Defence Force,null,BFW
Bairline,null,BRJ
Baja Air,null,BJA
Baja Fly,null,BJF
Baker Aviation,null,BAJ
Baker Aviation,null,KOW
Bakhtar Star Airlines,null,FYT
Bakoji Airlines Services,null,OGJ
Balear Express,null,BEF
Balkan Agro Aviation,null,BAA
Balkh Airlines,null,BHI
Baltia Air Lines,null,BTL
Baltic Airlines,null,BLL
Baltic Express Line,null,LTB
Baltic Jet Cargo,null,BAQ
Baltic Jet Aircompany,null,BJC
Baltijas Helicopters,null,BTH
Baltijas Meridians,null,BMF
Baltimore Air Transport.,null,BWE
Bamboo Airways,QH,BAV
Banco de Mexico,null,BMX
Bancstar,null,BNS
Air Bandama,null,BDM
Bangkok Helicopter Services Co,null,BHD
Bangkok Airways,PG,BKP
"Bangor, City Of",null,XBG
Bankair,null,BKA
Bar XH Air,null,BXH
Barbedos Aviation Services,null,UBS
Barken International,null,BKJ
Barkston Heath FTU,null,BKH
Baron Aviation Services,null,BVN
Barrick,null,BRI
Bartolini Air Regional,null,BNI
Basler Flight Service,null,BFC
Bass Airways,null,BWS
Bateleur Air Charter Services,null,BEU
Batik Air,ID,BTK
Batik Air,OD,MXD
BBN Airlines,B5,BBT
BBN Airlines Indonesia,7B*,BBL
BCA Charters,null,HFD
Bearskin Airlines,JV,BLS
Bees Airline,7B,UBE
Bees Airlines,null,BES
Bees Airline,null,null
Beijing Airlines,null,BJN
Beijing Capital Airlines Helicopter General Aviation Services,null,BSH
Beijing Capital Airlines,JD,CBJ
Beijing City International Business Jet,null,CWR
Beijing Eofa International Jet,null,OUF
Beijing Mayboune General Aviation,null,LLJ
Beijing Mykylin General Aviation,null,MYK
Beijing Orenda Tribe General Aviation,null,OLD
Beijing Panam International Aviaition Academy,null,BFM
Beijing Tianxinai General Aviation,null,VGB
Beijing VistaJet,null,BJV
Beirut Wings,null,BWM
Bel Air Aviation,null,BBX
Bel Ltd,null,FOS
Bel Air Helicopters ApS,null,BEH
Belavia,B2,BRU
Belcanto Airlines,null,BTA
Belgian Air Force,null,BAF
Air Belgium,KF,ABB
Belgorod Aviation Enterprise,null,BED
"Bell Helicopter, Textron",null,TXB
Bell Helicopter,null,TXH
Bellagio Airlines,null,BEA
BellAvia,null,BEV
Bellesavia,null,BLC
Bemidji Airlines,CH,BMJ
"Bemidji Aviation Services, Inc.",CH*,BMJ
Benair Norway,null,HAX
Benane Aviation,null,BNV
Benders Air,null,PEB
Benin Airlines,null,ABT
Benina Air,null,BNE
Bentiu Air Transport,null,BNT
Beond,B4,BYD
Bereitschaftpolizei Rheinland-Pfalz,null,SRP
Bering Air,8E,BRG
Berjaya Air,J8,BVT
Berkhut ZK,null,BPK
BermudAir,2T,BMA
BermudAir,null,null
Berniq Airways,NB,BNL
Berry Aviation,null,BYA
Bertelsmann AG,null,BFD
Berytos Airlines,null,BYR
Best Aero Handling,null,BAX
Best Jets International,null,DOW
Bestfly Aircraft Management Aruba,null,BFY
Bestfly,null,BEY
Bestfly Cabo Verde,3B,BCV
Bexair,null,BXA
Beyond General Aviation,null,BNB
BF-Lento,null,BKF
BG Helicopters,null,BGX
BH Air,8H*,BGH
BH Heli,null,BHH
Bhoja Airlines,null,BHO
BHS Aviation,null,BHZ
Bhutan Airlines,B3,BTN
Big Bend Community College,null,BGB
Big Island Air,null,BIG
Big White Bear Jet,null,DBX
Bighorn Airways,null,BHR
Billund Air Center,null,BIL
Biman Bangladesh Airlines,BG,BBC
Binani Air,null,BGL
Binani Air,null,null
Binter Canarias,NT,IBB
Binter Mediterraneo,null,BIM
Bioflight,null,BIO
Bird Dog Aviation,null,BDH
Bird Information Systems,1Z,null
Bird Leasing,null,BIR
Bismillah Airlines,BH,BML
Air Bissau International,null,BSA
Biz Jet Charter,null,VLX
Bizjet de Mexico,null,BIZ
Black Stone Airlines,null,RGM
Blackbird Air Charter,null,BBB
Blessing Aviation,null,TJJ
Blimp,null,BLP
Blink,null,BKK
Blu Halkin,null,BHK
Blue Bird Airways,null,BBG
Blue Bird Aviation,null,BBY
Blue Bird Aviation,null,BBZ
Blue Bird Aviation,null,BLB
Blue Bird Airways,BZ,BBG
Blue Dart Aviation,BZ*,BDA
Blue Horizon Travel Club,null,BLH
Blue Islands,SI,BCI
Blue Jet Charters,null,BCJ
Blue Jet Airways,null,BJX
Blue Air Lines,null,BBJ
Blue Ridge Aero Services,null,BLY
Blue Sky Aviation,null,BSM
Blue Sky Airways,null,BSW
Blue sky Aviation Services,null,SBK
Blue Square Aviation Group Malta,null,BSG
Blue Star Airlines,null,BSD
Blue Star Aviation,null,BSV
BLUE TEAM flight School,null,BTM
Blue Wing Airlines,null,BWI
Blue1,null,BLF
bluebird NORDIC,BO,BBD
Bluesky Airways,null,BKY
Bluesky Airways,null,BSF
Bluestream Aviation,null,TFG
BlueWest Helicopters,null,BWD
BlueWest Helicopters,null,BWH
BMW,null,BMW
BN Group,null,BNG
Boeing Commercial Airplane Group,null,BOE
Boeing Tactical,null,FRE
Air Bohemia,null,BOH
Bohlke International Airways,null,BIA
Boise Interagency Fire Center,null,BIN
Bolidor,null,BOR
Boliviana de Aviacion,OB,BOV
Bombardier,null,BBA
Bombardier,null,CDR
Bond Air Cargo,U4*,BCU
Bond Air Services,null,BOD
Bonded Excursions,null,BDX
Boniair,null,BOA
Bonus Aviation,null,BPT
Bonyad Airlines,null,IRJ
Bonza,AB,BNZ
Bookajet,null,BOO
Booker Aviation,null,WYC
Border Air Training,null,BFT
Air Borealis,null,LBR
Bornfly,null,BOF
Boscombe Down DERA,null,BDN
Boscombe Down DERA (Formation),null,RRS
"Boskovic, Z, Air Charters",null,ZBA
Air Botswana,BP,BOT
Bournemouth Commercial Flight Training Centre,null,BLD
Boutique Air,4B,BTQ
Boutique Aviation,null,BQA
Bowman Aviation,null,BMN
Braathens Regional Airways,TF,BRX
Braathens International Airways,TT,BIX
Branson Airlines,null,BRN
Branson Air Express,1X,null
Brasair Transportes Aereos,null,BSI
Braspress Air Cargo,null,BPC
Airport Bratsk,null,BRP
Bravo Airways,null,BAY
Air Bravo,null,BRF
Bravo Air,null,BRZ
Bravo Passenger Solution,B1,null
Brazilian Army Aviation,null,EXB
Brazilian Air Force,null,BRS
Brazilian Navy Aviation,null,MBR
Breeze Aviation,null,BRC
Breeze Ltd.,null,BRE
Breeze Airways,MX,MXY
Bridger Aerospace,null,BGR
Bridges Air Cargo,5B,BRD
Briggs Marine Environmental Services,null,BME
Bright Air,null,BHT
Bright Flight,null,BFG
Briko Air Service,null,BKO
Brilliant Jet,null,TXJ
Bringer Air Cargo Taxi Aereo,E6*,BCT
Brisith Gulf International,null,BGI
Bristol Flight Training Centre,null,BNF
Bristow Helicopters Group,null,BHL
Bristow Helicopters,null,BHN
Bristow Helikopter,null,NOR
Bristow US,L9*,BTZ
British Antarctic Survey,null,BAN
British Airways (BA),null,BAT
British Airways,BA,BAW
British Charter,null,BCR
British Gulf International Airlines,null,BGK
British International Helicopter Services,null,BRT
British Medical Charter,null,BMD
British Airways SANTA,null,XMS
British Airways Shuttle,null,SHT
British Sky Broadcasting Ltd.,null,SKH
Brixtel Group,null,BXJ
Bromma Air Maintenance,null,CFL
Brussels Airlines,SN,BEL
Air Bucharest,null,BUR
Buckley Air,null,BUK
Budapest Aircraft Service,RP,BPS
Air Budapest Club,null,BUD
Buddha Air,U4,BHA
Budget Lines,BD,BGN
Buff Air Services,null,BUF
Buffalo Airways,null,BVA
Buffalo Airways,J0*,BFL
Buffalo River Aircraft Services,null,OFT
Bukovyna,null,BKV
Bul Air,LB*,BVL
Bulgaria Air,FB,LZB
Bulgarian Eagle,null,BEG
Bulgarian Air Force,null,AFB
Bun Air Corporation Ltd.,null,BNA
Bundepolizei-Fliegergruppe,null,BPO
"BUNDLED AERIAL MAPPING ASSTS, LLC (HUNTSVILLE, AL) ",null,BMP
Buraq Air Transport,UZ,BRQ
Bureau Veritas,null,XDA
Air Burkina,2J,VBW
Burundaiavia,null,IVR
Burundayavia,null,BRY
Air Burundi,null,PBU
Air Busan,BX,ABL
Business Aero,null,KBS
International Business Aircraft,null,IBY
Business Airfreight,null,RLR
Business Aviation Asia,UN*,UNA
Business Aviators,null,OTA
Business Air,null,BHU
Business Flight Sweden,null,BFS
Business Jet Solutions,null,BJS
"Air Business, S.L.",null,BSS
Business Wings,null,JMP
Buta Airways,null,null
Butane Buzzard Aviation,null,BZZ
Butlers Aviation,null,BUT
Butte Aviation,null,PPS
BUZZ,RR,RYS
BVG Viajes,null,BVG
Bygone Aviation,null,BYG
Bylina,null,BYL
BySky,null,BYS
C.A.I. - Compagnia Aeronautica Italiana,null,CPI
C And M Aviation,null,TIP
C&I Corporation,null,CIJ
C & M Airways,null,RWG
"C.S.P., Societe",null,RMU
CAA Airworthiness Division,null,BBN
CAA Directorate of Airspace Policy (IFP),null,AWX
CAA Flight Examiners,null,EXM
CAA Flying Unit,null,CFU
CAA Training Standards,null,SDS
CAAS,null,KAS
Cabo Verde Express,null,CVE
Cabo Verde Airlines,VR,TCV
CAE GmbH,null,CSR
CAE Aviation,null,LXC
Caicos Express Airways,9Q,CXE
Cairo Aviation,null,CCE
Air Cairo,SM,MSC
Cal Gulf Aviation,null,CGC
Cal-West Aviation,null,REZ
Calafia Airlines,null,CFV
Air Caledonie,TY,TPC
Caliber Jet Charter,null,CJZ
California Department of Forestry and Fire Prevention,null,CFR
California Air Shuttle,null,CSL
Calm Air International,MO,CAV
Calstar,null,CMD
Cam Air Management,null,CMR
Camair-Co,QC,CRC
Cambodia Angkor Air,K6,KHV
Cambodia Airways,KR,KME
CAMEX Adria Airlines,null,null
CAMEX Airlines,Z7*,CMS
Air Canada,AC,ACA
Canada Jet Charters,null,PIL
Air Canada rouge,RV,ROU
Canada - Transport Canada,null,TGO
Canadian Armed Forces,null,CFC
Canadian Coast Guard,null,CTG
Canadian Airways Congo,null,TWC
Canadian Helicopters,null,WSR
Canadian Interagency Forest Fire Centre,null,TKR
Canadian National Telecommunications,null,XNC
Canadian North,5T,AKT
Canadian Pacific Railway,null,CRR
Canadian Warplane Heritage Museum,null,CWH
Canair,null,CWW
Canair,null,RSC
Canarias Aeronautica,null,CAU
Canaryfly,PM,CNF
Canavia,null,CNA
Candy & Candy Helicopters,null,null
Canlink Aviation,null,MFC
Air Cannes Mediterranee,null,RCM
CanWest Air,null,CWA
Cape Air,9K,KAP
Cape Central Airways,null,SEM
Cape Air Transport,null,CTO
Capital Air Ambulance,null,EGL
Capital City Air Carriers,null,CCQ
Capital Airlines,null,CPD
Capital Airlines,null,NCP
Capital Air Service,null,CPX
Capital Air Services,null,WDK
Capitol Wings Airline,null,CWZ
CapJet,null,CCJ
Air Caraibes Atlantique,null,CAJ
Air Caraibes,TX,FWI
Caravan Air,null,VAN
Cardig Air,null,CAD
"CARDINAL/AIR VIRGINIA (LYNCHBURG, VA)",null,FVA
Air Care Alliance,null,CMF
Care Flight,null,CFH
Careflight (QLD) Limited,null,null
Air Cargo Belize,null,CGB
Air Cargo Carriers,2Q,SNC
Air Cargo Center,null,GRI
Cargo Air,null,CGF
Cargo Express,null,MCX
Air Cargo Express,null,TDG
International Air Cargo Corporation (IACC),null,IAK
Cargo Link (Caribbean),null,CLM
Air Cargo Masters,null,RNR
Air Cargo Mongolia,null,MGC
Cargo Three,C3*,CTW
Air Cargo Transportation System,null,ACU
"Air Cargo. Inc,",null,null
Cargojet Airways,W8,CJT
Cargologicair,P3*,CLU
Cargolux Airlines International,CV,CLX
Cargolux Italia,C8,ICV
Cargosur,null,OWS
Caribbean Airlines,BW,BWA
Caribbean Express,null,TLC
Caribbean Flights,null,CIF
Caribbean Airways,null,IQQ
Caribbean Air Tours & Services Charters,null,CRB
Caribexpress,null,BCB
Caribintair,null,CRT
Carlisle Air Group,null,CCK
Carpatair Flight Training,null,SMW
Carpatair,V3,KRP
Air Carriers,null,FCI
Carry Air,null,EEC
Carson Air,null,CRN
Cascadia Airways,null,CBF
Casement Aviation,null,CMT
Casino Airlines,null,CSO
Casper Air Service,null,CSP
Caspian Airlines,null,CPN
CASS Professional Services,null,CPS
Air Cassai Lda.,null,RCI
Castillo Mourra,null,OMT
Castle Aviation,null,CSJ
CAT Aviation,null,CAZ
Catalina Flying Boats,null,CBT
Cathay Pacific Airways,CX,CPA
Cathelicopters,null,HCT
Catreus AOC,null,VCG
Caucasus Airways,null,GEA
Caverton Helicopters,null,CJR
Cavok Air,null,CVK
Cayman Airways,KX,CAY
CB SkyShare,null,CBC
CCS Air,null,CLA
CDI Cargo Airlines,null,CDI
Cebgo,DG,SRQ
cebu pacific,5J,CEB
Cedar Executive,null,CDX
CEGA Aviation,null,CEG
Ceiba Intercontinental,null,CEL
Celeste,NW,null
Cello Aviation,null,CLJ
Cemair,5Z,KEM
Centene Management Company,null,TMP
Centennial Airlines,null,CNL
Air Center Helicopters,null,RAP
Center Vol,null,CVO
Centrafric'air,null,CFK
Centrafrican Airlines,null,CET
Centrafrique Air Express,null,CAE
Central Airways,null,CEW
Central Airways,null,CNY
Central Flying Service,null,CHA
Central Helicopter Service,null,CEH
Central Airlines,I9,HLF
Central Mongolia Airways,null,CEM
Central Mountain Air,9M,GLR
Central Queensland Aviation College,null,CQC
Central Air Southwest,null,CTL
Central Aviation,null,YOG
Centre D'essais En Vol,null,CEV
Centre Airlines,null,DTV
Centre In Charge Of A Flight Information Region Or An Upper Flight Information Region (Whe,null,ZFZ
Centre In Charge Of Flight Information Region Or An Upper Flight Information Region (Wheth,null,ZQZ
Centre of Applied Geodynamica,null,CGS
Centre Pankh Kazakhstan,null,MRB
Centreline,null,CLF
Centro de Formacion Aeronautica de Canarias,null,ACF
Centro de Helicopteros Corporativos,null,CCV
Centro de Servicio Aeronautico,null,JLH
Centro Industrial Aeronautico,null,CVX
Air Century,Y2,CEY
Cerium Air,null,CAQ
Certified Aircraft Dispatch,null,XAD
Cesszani Aviation,null,CEZ
CET Aviation,null,CVN
CFA Air Charters,null,CFX
Chabahar Airline,null,IRU
chair,GM*,GSW
"Chairman Airmotive II, LLC",null,CHR
Chalair Aviation,CE,CLG
Challenge Air Cargo,X6,CHZ
Challenge Airlines IL,5C,ICL
Challenge International Airlines,null,OFF
Challenge Airlines,X7,CHG
Cham Wings Airlines,6Q,SAW
Cham Wings Airlines,null,SAW
Air Changan,9H,CGN
Channel Island Aviation,null,CHN
Chantilly Air,null,WML
Chaparral Airlines,null,CPL
Chari Aviation Services,null,CSU
Air Charity Network,null,NGF
Charlie Hammonds Flying Service,null,HMD
"Charlotte, NC Air National Guard",null,CGD
Air Charter,null,LIO
Air Charter Scotland,null,EDC
Air Charter Scotland Europe,null,SCO
Air Charter World,null,XAC
International Charter Xpress,null,ICX
Charterlines,CQ*,null
Charters Ejecutivos,null,CTS
Charters (South African Non Schedules Airways,null,SCS
Chartright Air,null,HRT
Chater JETS,null,LTC
Air Chathams,3C,CVA
CHC Denmark APS,null,HBI
CHC Global Operations International,null,GCY
CHC Global Operations,null,HMB
CHC Helicopters Nigeria,null,ATQ
CHC Helicopters Netherlands,null,HNL
CHC Helicopters Canada,null,RBD
CHC Helikopter Service,null,HKS
CHC Ireland,null,ICS
Chemech Aviation (Pvt) Limited,null,CHM
Chengdu Airlines,EU,UEA
Cherokee Air,null,FSS
Cherry Air,null,CCY
Chervon Corporation,null,GLH
Chesapeake Air Service,null,CAB
Chevron U.S.A.,null,CVR
Cheyenne Airways,null,CYA
Chicago Jet Group,null,WDY
"Chief of Staff, USAF",null,AIO
Chilchota Taxi Aereo,null,CCH
Air China,CA,CCA
Air China Cargo,CA*,CAO
China Cargo Airlines,CK,CKK
China Central Longhao Airlines,GI,LHA
China Airlines,CI,CAL
China Civil Aviation Flight University,null,FTU
China Eastern Airlines,MU,CES
China Express Airlines,G5,HXA
China Flying Dragon Aviation,null,CFA
China General Aviation Corp. - CGAC,null,CTH
China General Aviation,LL,null
Air China Inner Mongolia,null,CNM
China Ocean Helicopter Corp. - COHC,null,CHC
China Postal Airlines,CF,CYZ
China Southern Airlines Cargo,null,CSG
China Southern Airlines,CZ,CSN
China Southern Airline General Aviation,null,SAG
China Travel Tours Transportation Services Hong Kong Ltd. (CTTTS),NN,null
China United Airlines,KN,CUA
China West Air,PN,CHB
Chinguetti Airlines,null,CGU
Chipola Aviation,null,CEP
Chodang University,null,CDQ
Choice Airways,null,CSX
Chong Qing Airlines,OQ,CQN
Christian Konig - Century Airbirds,null,AID
Christman Air System,null,CAS
Chrome Air Service,null,CHO
Chrono Jet,null,MBK
Chrono Aviation,null,NDL
Chu Kong Passanger Transport,3A*,null
Church Aircraft,null,CHU
Church Fenton FTU,null,CFN
CI-Tours,null,VCI
CIAF Leasing,CF*,CIL
Cimex Enviromental,null,WVE
Cinnamon Air,C7,CIN
Cirrus Air,null,NTS
Cis-Air,null,CSR
Citationshares,null,FIV
Citibank,null,XCX
Citilink Indonesia,QG,CTV
CitizenPlane,1L,null
City Airlines,null,null
City Airlines,VL,LHX
Cityjet,WX,BCY
Civil Aviation Authority of the Czech Republic,null,CAA
Civil Aviation Authority of the Slovak Republic,null,CIA
