tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,year
N584AA,Corporation,MCDONNELL DOUGLAS,1991-09-30,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N584AS,Corporation,BOEING,2007-09-04,737-890,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N584NW,Corporation,BOEING,2002-10-16,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N584SW,Corporation,EMBRAER,1999-07-27,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1999
N584UA,Corporation,BOEING,1993-06-25,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N585AA,Corporation,MCDONNELL DOUGLAS,1991-08-23,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N585AS,Corporation,BOEING,2007-09-24,737-890,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N585JB,Corporation,AIRBUS,2004-02-11,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N585NW,Corporation,BOEING,2002-11-04,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N585SW,Corporation,EMBRAER,1999-08-26,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1999
N585UA,Corporation,BOEING,1993-07-14,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N58606,Corporation,BOEING,1994-03-22,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N586AA,Corporation,MCDONNELL DOUGLAS,1991-08-28,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N586AS,Corporation,BOEING,2007-10-05,737-890,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N586JB,Corporation,AIRBUS,2004-02-17,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N586NW,Corporation,BOEING,2002-11-22,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N586SW,Corporation,EMBRAER,1999-09-22,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1999
N586UA,Corporation,BOEING,1993-07-30,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N587AA,Corporation,MCDONNELL DOUGLAS,1991-09-30,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N587HA,Corporation,BOEING,2002-09-23,767-33A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N587JB,Corporation,AIRBUS,2004-04-01,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N587NW,Corporation,BOEING,2002-12-17,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N587SW,Corporation,CANADAIR,1995-06-30,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
N587UA,Corporation,BOEING,1993-08-12,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N588AA,Corporation,MCDONNELL DOUGLAS,1991-09-30,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N588AS,Corporation,BOEING,2007-12-06,737-890,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N588HA,Corporation,BOEING,2002-10-25,767-3CB,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N588JB,Corporation,AIRBUS,2004-05-13,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N588NW,Corporation,BOEING,2003-02-04,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N588SW,Corporation,CANADAIR,1995-06-30,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
N588UA,Corporation,BOEING,1993-08-16,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N588US,Corporation,BOEING,2006-10-30,737-301,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N589AA,Corporation,MCDONNELL DOUGLAS,1991-09-30,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N589AS,Corporation,BOEING,2007-12-12,737-890,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N589HA,Corporation,BOEING,2002-11-14,767-33A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N589JB,Corporation,AIRBUS,2004-06-04,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N589NW,Corporation,BOEING,2003-04-09,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N589SW,Corporation,CANADAIR,1995-06-29,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
N589UA,Corporation,BOEING,1997-11-04,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N589US,Corporation,BOEING,2006-10-25,737-301,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N59053,Corporation,BOEING,2000-10-11,767-424ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N590AA,Corporation,MCDONNELL DOUGLAS,1991-09-30,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N590HA,Corporation,BOEING,2002-12-06,767-3CB,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N590JB,Corporation,AIRBUS,2004-06-28,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N590NW,Corporation,BOEING,2003-04-02,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N590SW,Corporation,CANADAIR,1995-08-25,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
N590UA,Corporation,BOEING,1998-01-02,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N590US,Corporation,BOEING,2006-11-03,737-301,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N591AA,Corporation,MCDONNELL DOUGLAS,1991-10-09,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N591HA,Corporation,BOEING,2003-01-16,767-33A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N591JB,Corporation,AIRBUS,2004-08-04,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N591NW,Corporation,BOEING,2003-07-02,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N591SW,Corporation,CANADAIR,1995-09-08,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
N591US,Corporation,BOEING,2006-10-24,737-301,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N592AA,Corporation,MCDONNELL DOUGLAS,1991-11-15,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N592AS,Corporation,BOEING,2008-02-14,737-890,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N592HA,Corporation,BOEING,2003-02-04,767-3CB,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N592JB,Corporation,AIRBUS,2004-09-01,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N592NW,Corporation,BOEING,2003-07-01,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N592UA,Corporation,BOEING,1996-07-11,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N59302,Corporation,BOEING,2006-04-03,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N59338,Corporation,BOEING,2007-04-16,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N593AA,Corporation,MCDONNELL DOUGLAS,1991-11-13,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N593AS,Corporation,BOEING,2008-03-20,737-890,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N593HA,Corporation,BOEING,2003-03-14,767-33A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N593JB,Corporation,AIRBUS,2004-09-29,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N593NW,Corporation,BOEING,2003-07-30,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N593UA,Corporation,BOEING,1996-08-13,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N594AA,Corporation,MCDONNELL DOUGLAS,1992-02-19,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N594AS,Corporation,BOEING,2008-03-26,737-890,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N594HA,Corporation,BOEING,2006-04-06,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
N594JB,Corporation,AIRBUS,2004-10-12,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N594NW,Corporation,BOEING,2003-08-25,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N594SW,Corporation,BOMBARDIER INC,2007-08-21,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N594UA,Corporation,BOEING,1996-09-13,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N595AA,Corporation,MCDONNELL DOUGLAS,1992-04-14,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N595JB,Corporation,AIRBUS,2004-10-14,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N595NW,Corporation,BOEING,2003-11-24,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N595SW,Corporation,BOMBARDIER INC,2007-08-16,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N595UA,Corporation,BOEING,1998-02-06,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N59630,Corporation,BOEING,1995-05-31,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N596AA,Corporation,MCDONNELL DOUGLAS,1992-06-11,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N596HA,Corporation,BOEING,2006-04-04,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
N596NW,Corporation,BOEING,2003-12-02,757-351,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N596UA,Corporation,BOEING,1998-03-18,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N597AA,Corporation,MCDONNELL DOUGLAS,1992-06-30,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N597HA,Corporation,BOEING,2006-04-06,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
N597JB,Corporation,AIRBUS,2004-11-09,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N597SW,Corporation,BOMBARDIER INC,2007-08-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N597UA,Corporation,BOEING,1999-01-12,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N598AA,Corporation,MCDONNELL DOUGLAS,1992-07-28,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N598HA,Corporation,BOEING,2006-04-06,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
N598JB,Corporation,AIRBUS,2004-11-18,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N598UA,Corporation,BOEING,1999-01-28,757-222,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N599AA,Corporation,MCDONNELL DOUGLAS,1992-07-23,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N599JB,Corporation,AIRBUS,2004-12-15,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N600TR,Corporation,MCDONNELL DOUGLAS,1995-03-01,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1979
N600WN,Corporation,BOEING,2004-05-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N601AW,Corporation,AIRBUS,2003-12-05,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N601DL,Corporation,BOEING,1985-03-27,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N601WN,Corporation,BOEING,2004-05-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N602DL,Corporation,BOEING,2007-06-20,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1984
N602NW,Corporation,MCDONNELL DOUGLAS,2008-06-03,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1967
N602SW,Corporation,BOEING,2004-05-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N603AT,Corporation,BOEING,2001-08-14,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N603AW,Corporation,AIRBUS,2004-02-18,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N603DL,Corporation,BOEING,2007-06-15,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1984
N603JB,Corporation,AIRBUS,2005-01-12,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N603SK,Corporation,BOMBARDIER INC,2007-01-30,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N603SW,Corporation,BOEING,2004-07-19,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N604AT,Corporation,BOEING,2001-08-28,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N604AW,Corporation,AIRBUS INDUSTRIE,2000-06-09,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N604DL,Corporation,BOEING,2007-06-20,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1984
N604SK,Corporation,BOMBARDIER INC,2006-10-25,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N604SW,Corporation,BOEING,2005-02-14,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N605AW,Corporation,AIRBUS INDUSTRIE,2000-01-25,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N605DL,Corporation,BOEING,2007-06-22,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1984
N605JB,Corporation,AIRBUS,2005-02-10,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N605SW,Corporation,BOEING,2004-05-19,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N606DL,Corporation,BOEING,1985-02-08,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N606JB,Corporation,AIRBUS,2005-02-23,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N606NW,Corporation,MCDONNELL DOUGLAS,1996-04-01,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
N606SK,Corporation,BOMBARDIER INC,2006-08-01,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N606SW,Corporation,BOEING,1995-08-29,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N607AS,Corporation,BOEING,1999-07-30,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N607JB,Corporation,AIRBUS,2005-02-25,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N607SK,Corporation,BOMBARDIER INC,2006-08-01,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N607SW,Corporation,BOEING,1995-08-31,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N608DA,Corporation,BOEING,1985-07-03,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N608JB,Corporation,AIRBUS,2005-04-13,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N608NW,Corporation,MCDONNELL DOUGLAS,1996-01-26,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
N608SK,Corporation,BOMBARDIER INC,2006-08-01,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N608SW,Corporation,BOEING,1995-09-07,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N609AS,Corporation,BOEING,1999-08-24,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N609DL,Corporation,BOEING,2007-06-21,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N609SK,Corporation,BOMBARDIER INC,2002-01-25,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N609SW,Corporation,BOEING,1995-09-15,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N610AA,Corporation,BOEING,1989-10-04,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N610AE,Corporation,EMBRAER,1998-08-17,EMB-145,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N610DL,Corporation,BOEING,2007-06-22,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N610NW,Corporation,MCDONNELL DOUGLAS,1996-02-23,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1969
N610WN,Corporation,BOEING,1995-09-29,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N611AA,Individual,MORSE GEORGE JR,1998-05-05,F85P-1,Valid,Fixed Wing Single-Engine,Reciprocating,1985
N611AE,Corporation,EMBRAER,1998-08-24,EMB-145,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N611AS,Corporation,BOEING,1999-10-07,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N611DL,Corporation,BOEING,2007-06-20,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N611SK,Corporation,BOMBARDIER INC,2002-03-27,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N611SW,Corporation,BOEING,1995-10-20,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N612AA,Corporation,BOEING,1989-10-04,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N612AE,Corporation,EMBRAER,1998-09-18,EMB-145,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N612AS,Corporation,BOEING,1999-11-03,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N612DL,Corporation,BOEING,2007-06-15,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N612JB,Corporation,AIRBUS,2005-05-26,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N612SW,Corporation,BOEING,1995-11-01,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N61304,Corporation,BOEING,2006-04-04,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N613AA,Corporation,BOEING,1989-10-03,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N613AE,Corporation,EMBRAER,1998-09-25,EMB-145,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N613AS,Corporation,BOEING,2000-01-12,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N613DL,Corporation,BOEING,1986-02-21,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N613JB,Corporation,AIRBUS,2005-06-15,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N613NW,Corporation,MCDONNELL DOUGLAS,1995-10-20,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1969
N613SK,Corporation,BOMBARDIER INC,2002-04-04,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N613SW,Corporation,BOEING,1995-11-02,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N614AA,Corporation,BOEING,1999-06-02,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N614AE,Corporation,EMBRAER,1998-10-22,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N614AS,Corporation,BOEING,2000-01-25,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N614DL,Corporation,BOEING,1986-02-25,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N614SK,Corporation,BOMBARDIER INC,2002-07-31,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N614SW,Corporation,BOEING,1995-11-09,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N615AA,Corporation,BEECH,2004-10-28,65-A90,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1967
N615AE,Corporation,EMBRAER,1998-10-27,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N615AS,Corporation,BOEING,2000-03-06,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N615DL,Corporation,BOEING,1986-03-26,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
N615JB,Corporation,AIRBUS,2005-06-20,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N615SW,Corporation,BOEING,1995-11-17,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N616AA,Corporation,BOEING,1999-05-20,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N616AE,Corporation,EMBRAER,1998-11-19,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N616DL,Corporation,BOEING,1986-08-01,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
N616SW,Corporation,BOEING,1995-11-20,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N617AE,Corporation,EMBRAER,1998-11-25,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N617AS,Corporation,BOEING,2000-07-17,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N617DL,Corporation,BOEING,1986-09-18,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
N617SW,Corporation,BOEING,1995-12-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N618AA,Corporation,BOEING,1999-12-14,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N618AE,Corporation,EMBRAER,1998-12-18,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N618AS,Corporation,BOEING,2000-07-12,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N618DL,Corporation,BOEING,1986-08-04,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
N618JB,Corporation,AIRBUS,2005-07-20,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N618WN,Corporation,BOEING,1995-12-19,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N619AA,Corporation,BOEING,1999-12-14,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N619AE,Corporation,EMBRAER,1998-12-22,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N619AS,Corporation,BOEING,2000-07-10,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N619AW,Corporation,AIRBUS INDUSTRIE,2003-09-02,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
N619DL,Corporation,BOEING,1986-10-03,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
N619SW,Corporation,BOEING,1996-01-05,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N620AA,Corporation,BOEING,1999-12-14,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N620AW,Corporation,AIRBUS INDUSTRIE,1994-12-19,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N620SW,Corporation,BOEING,1996-07-17,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N621AA,Individual,CESSNA,2003-06-13,172M,Valid,Fixed Wing Single-Engine,4 Cycle,1975
N621AW,Corporation,AIRBUS INDUSTRIE,1989-09-06,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N621DL,Corporation,BOEING,1987-01-12,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
N621JB,Corporation,AIRBUS,2005-07-21,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N621SW,Corporation,BOEING,1996-07-17,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N622AA,Corporation,BOEING,1990-09-11,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N622AE,Corporation,EMBRAER,1999-02-11,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N622AS,Corporation,BOEING,2000-09-20,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N622AW,Corporation,AIRBUS INDUSTRIE,1989-09-01,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N622DL,Corporation,BOEING,1987-01-21,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
N622SW,Corporation,BOEING,1996-07-17,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N623AA,Corporation,BOEING,1990-09-06,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N623AE,Corporation,EMBRAER,1999-02-11,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N623AS,Corporation,BOEING,2000-11-15,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N623DL,Corporation,BOEING,1987-04-03,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N623JB,Corporation,AIRBUS,2005-08-10,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N623SW,Corporation,BOEING,1996-07-18,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N624AA,Corporation,BOEING,1990-09-05,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N624AE,Corporation,EMBRAER,1999-02-25,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N624AS,Corporation,BOEING,2000-12-15,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N624AW,Corporation,AIRBUS INDUSTRIE,1989-09-26,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N624DL,Corporation,BOEING,1987-04-03,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N624JB,Corporation,AIRBUS,2005-08-31,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N624SW,Corporation,BOEING,1996-05-16,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N625AA,Corporation,BOEING,1990-09-07,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N625AE,Corporation,EMBRAER,1999-03-11,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N625AS,Corporation,BOEING,2001-02-02,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N625AW,Corporation,AIRBUS INDUSTRIE,1989-09-21,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N625CA,Corporation,BOMBARDIER INC,2003-08-29,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N625DL,Corporation,BOEING,2007-10-15,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N625JB,Corporation,AIRBUS,2005-09-28,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
